	"Wild 24h"				"Wild 56h"				"Wild 80h"				"Aposymbiotic 24h"				"Aposymbiotic 56h"				"Aposymbiotic 80h"				"Aposymbiotic 92h"			
"Match ID"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"
734	1.02162	1.23313	0.957111																									
735	0.416154	0.965984																										
736	5.0234	3.7316	5.13304	3.49233	2.49319	2.25457	2.09453	1.35072																				
737	0.634372	0.653931																										
738	1.14656	1.26479	2.12933																									
739	0.800576	0.698052	1.01274	0.761815	0.460884	0.463209	0.448645	0.328521																				
740	0.184143	0.641592	0.306584	0.446876	0.329622	0.518226																						
741	0.919153	0.078643																										
742	0.928613	0.301235	1.02764	0.594995	0.778513	0.341004	0.709862																					
743	0.64903	0.623888	0.538001	0.863656																								
744	0.503459	0.350344	0.770885	0.576723																								
745	0.381112	0.240315	0.730248	0.47043																								
746	0.461588	0.691837	0.810062	0.604067	0.401995																							
747	0.115426	0.346049	0.192071	0.255273																								
748	0.395197	0.547341	0.726083	0.547171	0.686249	0.482088																						
749	0.543707	1.03387	0.530756																									
750	0.316644	0.274373	0.410908	0.296602																								
751	0.924885	0.525176	0.532877																									
752	0.409194	0.595601	0.607298	0.300351	0.451038																							
753	0.395529	0.396675	0.302221	0.429358																								
754	0.314373	0.268892	0.209767																									
755	0.294621	0.282679	0.155757	0.219403																								
756	1.99795	1.10428	0.858698	1.34523	1.37817	1.32282	0.865018																					
757	1.10784	0.910457	0.723269																									
758	1.15728	0.916537	0.789362	0.706656	0.710883	0.646704																						
759	0.280549	0.304756	0.281986																									
760	0.53077	2.44841																										
761	0.712035	0.620061	0.410905	0.254182																								
762	0.543503	0.415066	0.327122	0.307799																								
763	0.480084	0.480083																										
764	0.394879	0.218586																										
765	1.06259	0.414446																										
766	0.541136	0.629372	0.420382	0.292798																								
767	1.06638	0.828232																										
768	1.60701	0.2412	0.296818	2.59384	7.09707																							
769	0.305959	0.283895	0.20868																									
770	0.247195	0.328382	0.465986	0.343173																								
771	0.351805	0.266264	0.200622	0.250369	0.267588	0.541562	0.256443																					
772	0.464245	0.469104	0.600831	0.460039	0.481461	0.393163	0.342186																					
773	2.57802	7.89969	1.18185																									
774	0.421657	0.563555	0.50709	0.433837																								
775	0.570559	0.677364	1.58239																									
776	0.483477	0.512031	0.435882	0.492195	0.530871																							
777	1.43725	2.00485	1.44818																									
778	0.628663	0.505195	0.241418	1.68295																								
779	0.420631	0.375456	0.34499	0.725716																								
780	0.376173	0.649821																										
781	0.217083	0.553522																										
782	0.74404	0.440619	0.250322	0.548995	0.280246	2.03055	0.186278																					
783	0.117412	0.133049																										
784	0.395156	0.460532	0.514118																									
785	0.319905	0.616314	1.00069	0.694081																								
786	1.17235	1.70707	1.07719	0.409377																								
787	0.68498	0.364465																										
788	1.06314	0.496478	1.3389																									
789	0.213502	0.199334	0.208392																									
790	1.40807	2.32671	1.2429																									
791	1.21215	0.471873	1.16812	5.53889																								
792	1.66813	0.646313	0.75957	0.540802	0.51326																							
793	1.51461	2.03648	1.29806	1.3594																								
794	0.357521	0.396498	0.391162																									
795	0.380714	0.458581	0.240462																									
796	0.436466	0.427049																										
797	0.718556	0.453755	0.43622	0.296654																								
798	0.372314	0.180142	0.177173																									
799	0.532463	0.349133	0.421475	0.540196	0.545857	0.67942	0.630066	0.349087																				
800	0.452893	0.591467	0.523214																									
801	0.411533	0.496275																										
802	1.04926	2.95043	3.21348	0.635226	1.79973																							
803	0.567322	0.324055	0.432888	0.412112																								
804	0.256438	0.285713	0.204927																									
805	0.161646	0.179206	0.139677																									
806	1.25807	1.05597																										
807	0.629964	0.309587	0.357252	0.456396																								
808	0.376956	0.697697																										
809	0.138427	0.143814																										
810	4.01748	3.29768	1.80655	2.57076																								
811	0.761777	0.718461	1.03111																									
812	0.456451	0.26491	0.297895																									
813	0.231796	0.707679	0.219566																									
814	0.231448	0.284189	0.182291	0.255948																								
815	0.570902	0.563854																										
816	1.04597	0.220672	0.40432	0.530354	0.290544																							
817	0.481793	0.365129	0.432066																									
818	0.183879	0.24375	0.252779																									
819	0.784963	0.551616																										
820	0.504316	0.256363	0.380722																									
821	0.188682	0.625097	0.361634	0.649762	0.653776	0.467104																						
822	0.225096	0.188878	0.104589	0.17889	0.21774																							
823	0.311626	0.682469																										
824	0.367031	0.766486	0.646011	0.441772	0.3299	0.459045																						
825	3.68265	5.06304	4.52914	4.20982																								
826	0.61583	0.583912	0.262047	1.00195																								
827	0.819781	0.85174	0.407139	1.4376	1.15207	1.58296	0.764121	1.30996																				
828	1.70805	1.5982																										
829	0.346277	3.22929	2.78674	0.481868	4.61356	4.48941																						
830	1.37838	0.365315	0.47338																									
831	0.679217	0.664866	0.660806	0.421633																								
832	0.157673	0.195938	0.180533																									
833	0.320065	0.535886	0.754808																									
834	0.37105	0.480924	0.506046	0.864243																								
835	0.418599	0.25661	0.492305	0.55938																								
836	0.272149	0.179114	0.296815																									
837	0.25824	0.222156																										
838	0.724621	0.65633	0.974299	1.50081																								
839	0.306306	0.432713	0.584082	0.390799	0.322456	0.428731	0.257773																					
840	1.54587	3.93956	2.78759	0.874676	0.268455																							
841	1.65442	1.05645	1.81081	1.14418	0.198922																							
842	1.13819	1.11296	1.17003																									
843	1.41071	0.528754																										
844	0.937171	2.18057																										
845	0.33959	0.174294	0.439587																									
846	0.139344	0.303733	0.316911	0.319137																								
847	0.996163	0.948094	0.623027	0.907048	0.428207	0.609357	0.570298																					
848	0.81301	0.869407																										
849	1.89146	0.798988	0.991049	0.979804																								
850	0.40615	0.276078	0.452152																									
851	1.22574	1.39648																										
852	0.510867	0.354477	0.385003	0.799849																								
853	0.709949	2.58656	2.98886	4.21692																								
854	3.95937	3.67946																										
855	1.02954	1.01089	1.11031																									
856	0.883465	0.608095	0.530742	0.763222	1.32616	1.4664																						
857	0.304045	0.346113	0.214971	0.396386	0.350796	0.558802	0.511733	0.412654																				
858	0.307824	0.497921	0.308316	0.213047	0.424448	0.219492	0.236293																					
859	0.172274	0.166444	0.173999	0.142451																								
860	0.191828	0.170637	0.693733																									
861	0.159581	0.171196	0.185066																									
862	0.392106	1.93793	0.829123	0.78898	0.867202	0.484033																						
863	1.80415	1.31071	0.980017																									
864	1.08909	0.953888	0.807216																									
865	0.324035	1.15457	0.50579	0.620994																								
866	0.577958	0.474478	0.594012	2.09853	0.524718																							
867	0.549329	0.416552	0.427044	0.502442	0.511317																							
868	0.30582	0.350493	0.298084																									
869	0.211261	0.16555	0.197979																									
870	0.36437	0.318955	0.146034	0.389021																								
871	0.409347	0.459077	0.457806	0.67516																								
872	0.328234	1.00726	0.694701																									
873	0.43986	0.401534	0.427402	0.430278	0.228624	0.357987																						
874	0.357891	0.590591	0.865732	0.415942	0.405357																							
875	0.227487	0.733924																										
876	0.610177	1.14466	0.734208	0.614741																								
877	0.408691	0.286082	0.275627																									
878	0.299245	0.385272																										
879	1.23121	1.14421	0.382453																									
880	0.484647	0.323629	0.830735	0.37228																								
881	1.18996	0.888842																										
882	2.94535	8.30664	2.29442																									
883	0.38879	0.254631																										
884	4.4603	1.25615	2.81582	2.89673	0.7554	1.62505	1.22736																					
885	0.660774	3.32816	2.24769	1.69623	1.41959																							
886	0.853473	1.00184																										
887	3.28672	1.10212	0.671108	1.11464																								
888	1.15055	0.294966	1.97511																									
889	0.316235	0.465375	0.155379																									
890	0.528068	0.253368																										
891	0.831964	1.89219	0.230106	1.73573																								
892	0.792655	0.569856	0.114374	0.953486	0.565798																							
893	0.818622	0.52842	0.662142	0.897017	0.823318	0.629586	0.62932	0.438026																				
894	1.80482	1.69466	0.340257	1.51277	2.50856	0.926894	3.50042	1.51819																				
895	0.919385	0.602285	0.344276																									
896	0.436463	0.635027	0.337438	0.482746																								
897	0.726362	1.23537	0.823114	0.792506																								
898	0.573384	0.423773	0.675558	1.63701	1.48141	2.27735	0.982547																					
899	1.21755	0.897795	0.417446																									
900	0.267371	0.229185	0.209289	0.248479	0.628881																							
901	0.294204	0.334086	0.446552	0.639837	0.707133	0.59908																						
902	0.564441	0.62741																										
903	0.219205	0.366737	0.272044	0.42254																								
904	0.907414	1.21692	1.35679	0.870405																								
905	0.921807	0.757217	0.741453																									
906	0.45425	0.47616	0.38271																									
907	2.15109	0.26184	1.70748																									
908	0.322174	0.232466	0.214377																									
909	1.22135	0.876823	0.563515																									
910	1.21381	0.343189																										
911	0.467506	0.450578																										
912	0.517979	0.700079	0.563544																									
913	1.0037	1.3599	0.503795	1.49337	1.214	1.06992	0.663583	0.978439																				
914	1.48212	1.31511	1.05451	1.89106																								
915	1.00296	0.736158	0.830277	1.42717	0.796036	0.571969	0.338737																					
916	0.667101	0.79305	0.832455	0.691448																								
917	2.51505	2.13904	0.98701	1.7881																								
918	1.59785	1.47372	0.713635	2.11286	1.76331	1.97892	1.84111	1.66518																				
919	1.00139	24.9732	0.570447	0.646717	1.98564																							
920	0.542482	0.777235	0.826102	0.941761	1.85575	0.970652																						
921	0.611853	0.559867	0.582517	0.578547																								
922	0.538298	0.426093	0.474125																									
923	0.5389	0.369914	0.431408	1.87661	1.97024	1.93187	1.15246																					
924	6.05102	4.18311																										
925	0.369872	0.281824	0.372729																									
926	1.24924	1.00675	1.15332	1.16673																								
927	0.523256	0.646243	0.537813																									
928	2.01302	2.436	6.73195																									
929	2.03294	1.92469	1.14635	2.92506																								
930	0.90015	1.06																										
931	5.58548	16.1685	7.64837																									
932	0.567108	0.676602	0.702418																									
933	1.02059	0.632277																										
934	0.522584	0.543963	0.429039																									
935	1.5355	1.79408	1.71357	1.74422	0.573024	0.670651																						
936	0.550095	0.751589	0.766272																									
937	0.508227	0.337646	0.450077	0.5062																								
938	0.54649	1.06721	1.06111	0.849682	0.798528	1.10527																						
939	0.401022	0.354803	0.815761	0.362222																								
940	0.762594	1.09758	0.675666	0.562838																								
941	2.31889	0.496467																										
942	0.592432	0.438452	0.646977	0.845091																								
943	0.764228	0.903382	0.612175																									
944	2.03585	0.997382	1.53748																									
945	3.16623	2.89081	1.89308	1.88171	4.64071	4.68815																						
946	0.558186	1.04124																										
947	1.08469	1.96738																										
948	0.96801	1.01168	1.18777																									
949	0.625324	0.39893	0.670352																									
950	0.452683	0.390335	0.216928	0.518492																								
951	3.15969	3.38466	2.31605	2.17113																								
952	0.922181	0.674639	0.554888	1.97564	1.40316	0.866846	0.858121																					
953	0.361329	0.613256	0.393248																									
954	3.03253	0.446454	1.78409																									
955	1.00616	0.890081	1.13504	3.3939	1.15203																							
956	3.45365	2.2669	6.94486	3.10777																								
957	1.50881	1.09663	1.02008	4.26262	3.59178	6.62511	4.31962																					
958	0.78905	0.672119																										
959	2.89034	2.10399	0.832178	1.56067																								
960	0.733365	1.24637	1.17132																									
961	0.653896	0.737905	2.9387	0.884615																								
962	0.796221	0.994102	0.590341																									
963	0.850777	0.966527	0.786955	0.903475	2.08323	2.53815																						
964	10.4314	4.33087	7.8219																									
965	4.98455	3.25553	4.30623	3.8728	0.392474																							
966	1.00664	0.773587	1.65689	0.615937																								
967	1.06918	1.11305	1.57354	1.08792																								
968	8.29805	6.33706	8.79613	8.08183	6.56539	5.48811	6.25339																					
969	7.14294	4.161	10.064																									
970	4.43563	2.16292																										
971	3.64659	4.14302	3.04112	6.17946	1.81976	2.65226	1.11021																					
972	2.42878	2.78247	4.83965																									
973	0.499867	0.257633	0.680452																									
974	0.730808	0.568663	1.07283																									
975	2.98415	2.15731	1.45107	2.06452	3.32266	1.94431	1.9466	2.50169																				
976	1.04437	0.612387	0.517092	0.826612																								
977	1.12823	1.0445	1.2591	0.696099	1.25138	1.13272																						
978	1.39577	0.785156	0.504569	1.69212	1.18445	1.6948																						
979	1.19699	1.15891	1.23768	0.72501	2.02315	1.80775																						
980	1.90291	1.55719	1.65313	0.415523	0.667281																							
981	0.676327	0.13404																										
982	0.392819	0.450148	0.630355																									
983	1.04507	3.64719	0.832417	0.891975	0.869026	1.96344	1.81145																					
984	1.77161	0.797967	1.88383	1.17829	2.5765																							
985	1.14408	0.594092	3.64168																									
986	2.56503	5.28241	2.00089	0.846749	1.67839	1.30134																						
987	6.83997	5.6938	1.43341	5.43866	5.7239	1.91318	2.65124																					
988	1.55104	1.66341																										
989	0.352472	0.303293	0.391915																									
990	1.68054	1.22684																										
991	1.109	0.821197	0.984678																									
992	1.08803	2.262																										
993	1.65235	1.45247	1.94723																									
994	1.69441	1.12179	1.662																									
995	3.71117	1.11359	1.09389																									
996	3.17874	1.21061	2.47461																									
997	0.628503	0.992537	0.818764																									
998	0.559448	2.20851	0.745961																									
999	0.718866	0.688522	0.685037																									
1000	0.492653	0.689847	0.593211																									
1001	0.816814	1.05718																										
1002	0.883613	1.11209																										
1003	0.443663	0.454225																										
1004	2.02548	0.26103	1.31545																									
1005	1.63839	0.267508	1.90961																									
1006	0.468506	0.433997	0.933385																									
1007	1.03735	4.63562	0.984722	1.03269																								
1008	0.97776	0.521439	0.814151																									
1009	3.41365	4.17671																										
1010	0.914136	0.465987	0.467922	0.519354	0.836386	1.63618																						
1011	0.72433	1.43122	1.05897	0.7085																								
1012	0.784769	2.44275	2.40775																									
1013	1.17527	0.923416																										
1014	1.1338	1.2232	1.1315																									
1015	2.05066	0.914317	1.9199	2.61972	2.76918	2.92757	1.51388																					
1016	8.55308	2.48668	4.71365	5.63239	1.78886	2.71495																						
1017	0.797548	2.27803	1.2558	3.178	0.53113																							
1018	1.09658	0.471008																										
1019	1.81763	3.89561	0.873959	1.38058	2.38169																							
1020	2.24342	1.24791	3.96109																									
1021	1.49156	0.34606	0.885013	0.995483	0.782515	1.18678																						
1022	3.55645	4.94439																										
1023	0.505861	0.454479	0.260319	0.837667	2.02474																							
1024	0.697245	0.449782	1.03345																									
1025	0.46188	0.455162																										
1026	0.735491	1.32123																										
1027	0.525984	0.908311	0.896938																									
1028	0.377035	1.71181	0.980312	3.31563																								
1029	1.71388	1.37817	2.40488																									
1030	0.302056	1.75698	0.242158																									
1031	1.49113	0.429169																										
1032	0.370295	0.263011																										
1033	0.505878	0.837264																										
1034	0.69658	0.330405	0.509342																									
1035	0.422625	0.64865	0.324391	0.635378																								
1036	0.41983	0.704302																										
1037	0.336305	0.663102	0.513742	0.334426	0.54141	0.460722	0.386406																					
1038	0.323916	0.219042	0.273477																									
1039	0.259655	1.13781	0.493281																									
1040	0.611859	0.51008	1.38043																									
1041	0.494344	0.746737	0.190823																									
1042	0.425877	0.520911																										
1043	0.744533	1.06218	1.02149	0.377647																								
1044	0.489498	0.314781	0.387092																									
1045	1.30471	4.57171																										
1046	0.671215	0.922447	3.3913																									
1047	0.714737	2.23758	4.04987																									
1048	0.41826	0.524289																										
1049	0.292425	0.135671																										
1050	0.21033	0.841857	0.528034																									
1051	0.368993	0.523226	0.875105																									
1052	1.16636	0.353278	1.54977																									
1053	2.11502	1.99735	1.54055	2.93523	2.94883																							
1054	0.315691	0.404969																										
1055	0.835298	0.585784	0.847065	0.625409																								
1056	0.575531	0.589475																										
1057	0.47611	0.460201																										
1058	0.309627	0.965872																										
1059	0.655895	0.811419																										
1060	0.300538	0.221686	0.679448																									
1061	0.531217	0.324587																										
1062	0.640867	0.416158																										
1063	0.240491	0.397802																										
1064	0.53038	1.2035	0.4785	0.3118																								
1065	0.46168	0.88691																										
1066	0.500566	10.6547																										
1067	0.852043	4.03149	2.64256	2.843	1.53222																							
1068	0.316993	0.393618																										
1069	0.763461	2.50468	0.426066																									
1070	0.527125	0.864763	1.292																									
1071	0.749125	0.691954																										
1072	0.403427	0.642581																										
1073	0.375278	0.944119																										
1074	0.521937	2.0213																										
1075	2.50692	0.716878	0.620301	0.673596	0.908123	1.07327																						
1076	0.701026	3.3231																										
1077	0.687278	1.84535	0.472558	0.491881	0.601654																							
1078	4.76547	1.71018																										
1079	3.92095	0.567744	0.674008	4.52318	4.84668	3.67465	3.255																					
1080	1.60432	0.951409																										
1081	0.511464	2.22154																										
1082	1.13859	0.936091																										
1083	1.88667	2.55427	1.93936	0.916195	1.90016																							
1084	1.25592	1.09828																										
1085	2.99115	3.66674																										
1086	0.920412	0.231217																										
1087	0.699881	0.673156																										
1088	0.179855	0.466247																										
1089	1.12758	0.859052																										
1090	0.293189	0.196592																										
1091	1.01648	0.597984	0.575592	0.421942																								
1092	1.92995	0.641202																										
1093	0.895521	0.767901	0.923622	0.596403																								
1094	1.66471	0.351265																										
1095	0.275849	0.374819	0.37254	0.432885																								
1096	1.69392	1.06821																										
1097	1.173	1.38958	0.609574																									
1098	0.321081	0.452815																										
1099	0.562482	1.24368																										
1100	1.10977	0.648248																										
1101	0.45625	0.455084																										
1102	0.163443	0.337639	1.58195	1.07574	0.645954																							
1103	0.274752	0.796112																										
1104	0.187459	0.261655																										
1105	1.0445	0.590711																										
1106	0.483136	0.740016																										
1107	0.321485	0.576884																										
1108	0.449277	0.575528																										
1109	1.47377	0.646258	1.8786																									
1110	0.592731	0.437982																										
1111	0.508428	0.283238																										
1112	1.38781	1.88319	0.594645	0.475947	0.27603																							
1113	0.305564	0.861034	0.36711	0.313566																								
1114	0.700644	0.233595																										
1115	0.653936	0.723529																										
1116	0.409376	0.344146																										
1117	1.3954	0.615471																										
1118	0.843726	0.398069	1.0889	2.14795	0.918182																							
1119	0.644836	0.604951																										
1120	0.488814	0.520242																										
1121	5.94158	1.59905																										
1122	0.638049	0.399472	0.525036	0.489679	0.450647																							
1123	0.286535	0.348282																										
1124	2.24347	0.764798	0.24372																									
1125	0.130926	0.1797																										
1126	5.92292	3.02408	5.25599	7.38195	2.94606	3.88128																						
1127	1.17806	0.667626																										
1128	0.477471	0.393158																										
1129	1.13558	1.01947	1.94329																									
1130	2.30307	0.662276																										
1131	2.40844	1.99699																										
1132	0.354749	0.583189																										
1133	0.900011	1.66882																										
1134	0.151036	0.346212																										
1135	0.647559	0.91987																										
1136	1.89969	1.92954																										
1137	2.91928	5.59996	1.12759																									
1138	1.26015	2.31547																										
1139	4.30472	2.46852																										
1140	0.947219	1.2073																										
1141	0.654717	1.44653																										
1142	0.469337	1.04469																										
1143	5.18542	4.54762																										
1144	0.626525	0.738923																										
1145	2.8648	1.29087	1.88076	1.52203																								
1146	1.05258	0.681665																										
1147	0.6844	0.792678																										
1148	0.595312																											
1149	0.963199	0.574802	0.464706																									
1150	2.20249																											
1151	0.775586	1.00579																										
1152	0.456026	1.08585																										
1153	5.16293	3.49125	4.79714	3.63429																								
1154	0.807874	0.57102																										
1155	0.364067	1.34917																										
1156	0.349956																											
1157	1.26828	1.62154																										
1158	8.6274	3.17354	5.76523	3.00616																								
1159	0.641967	1.61064	2.1356																									
1160	0.678261	2.40364	1.78314																									
1161	0.558854	0.561447	0.54709	0.386943	0.860634	0.742291	1.08921	1.10791	0.991152	0.662765	0.72908	0.983867																
1162	0.626069	0.427425	0.39995	0.464497	0.291665																							
1163	0.379048	0.51263	0.343331	0.315055	0.467645	0.820365	0.436766	0.48331	0.535061																			
1164	1.1812	1.07406	1.0792	0.862267	0.859449	1.34162	2.13717	1.46801	1.22883	1.50641	1.46986																	
1165	0.481981	0.392027	0.479077	0.353066	0.364126	0.302217	0.335228	0.569672																				
1166	0.770764	0.957683	0.542981	0.864249	0.958623	1.36227	0.595798	0.740695	0.647502	0.716072	1.02239																	
1167	1.41785	1.6452	2.10451	0.449999	1.87216																							
1168	2.02345	1.55832	0.926282	1.50409	1.29238	1.53117	1.71952	1.32423	1.17344	0.966263	1.22067																	
1169	1.26801	0.937453	1.68581	1.19489	0.899924	0.751236	0.616896	0.64471																				
1170	0.927479	0.657408	1.86428	1.61462	2.2213	2.05923	2.22815	2.46467	1.21026	1.9243																		
1171	0.668203	0.711736	0.460971	0.652889	1.27638	1.35643	0.950469	0.502776																				
1172	0.385548	0.289185	0.294284	0.539948	0.588904	0.775109	0.454944	0.3228	0.651068																			
1173	1.4218	0.527697	0.691394	0.615778	1.11707	0.441397	1.34721																					
1174	1.49058	1.00331	1.71009	0.627339	3.14509	2.02471	2.57482	2.65868	2.43315	2.17099	2.06902	2.46342																
1175	1.20969	0.732045	2.33819	0.721082	1.19198																							
1176	0.455815	0.475063	0.557463	0.486279	0.753653	0.95845	0.70502	1.26834	0.773952																			
1177	0.481578	0.572054	0.55268	0.465518	0.710042	0.805299	1.2969	1.16111	1.10164	0.85337	0.832257	0.780207																
1178	0.352467	0.456711	0.327798																									
1179	2.66343	3.22932	2.38341	1.46253	2.59118	2.18107																						
1180	0.489896	0.273951	0.560326	0.494766	0.724169	0.68742	0.748497	0.653515																				
1181	0.781506	0.670858	0.771935	0.69151	0.498302	0.786657	0.686693	1.05535																				
1182	0.503039	0.531282	0.633686	0.454833	0.934263	0.710507	0.784058	0.810685																				
1183	0.561809	0.599266	0.50085	0.421039	0.475952	0.24684	0.62068	0.305909	0.25896	0.260361	0.344183																	
1184	0.47875	0.462325	0.614317	0.455121	0.611875	0.625414	0.547752	0.588524	0.697523	0.702906	0.592586	0.772437																
1185	0.268372	0.257825	0.306594	0.578805	0.253835	0.314444																						
1186	0.276237	1.72341	2.02836	1.34865	1.59494	0.769985	1.42787																					
1187	0.802877	0.670288	0.465088	1.08654	0.49724	2.12518	0.958906	0.715121	0.990867																			
1188	0.9994	0.813607	1.12066	1.05096	2.8635	3.20959	2.95742	3.14543	1.70695	1.64422	1.53688	1.53077																
1189	0.48522	0.533081	0.478199	0.385196	0.728637	0.831054	0.704416	1.06643	2.27565	2.69392	2.28229	2.98565																
1190	1.62239	1.59085	0.839578																									
1191	0.669956	0.756987	0.59908	0.568615	0.81495	0.966816	1.14294	1.05208	0.207646	0.144971	0.139098																	
1192	1.14938	0.410354	0.624917	1.50573	1.16958	1.3482	0.701196																					
1193	0.282611	0.289147	0.303056	0.276425	0.829316	0.51774	0.359424	0.492337																				
1194	0.485062	0.872416	0.411183	0.42627	0.398165	0.326906	0.367861	0.476691																				
1195	0.90063	0.864008	0.594468	0.391782	0.571725	0.672622	0.615708	0.452738																				
1196	0.20463	0.267588	0.239973	0.493931	0.648319	0.61227	0.619881	0.579786	0.417936																			
1197	0.436605	0.269819	0.399997	0.982831	1.17723	0.869918	1.48151	0.693177	0.27712	0.981543	0.6375																	
1198	0.608633	0.683899	2.3651	1.56751	0.898402	1.48941																						
1199	1.13243	0.937791	1.10211	1.19711	0.728445	0.402085	0.440467																					
1200	0.756874	0.895685	1.19613	1.29396	0.950315	0.665888																						
1201	0.607058	0.788749	1.26657	2.64917	2.87736	1.1422																						
1202	1.27116	0.997349	1.14916	0.819483	1.19395	2.15231	1.89811	2.96316	1.55689	1.9782																		
1203	5.47841	6.0879	3.63312	4.31159	8.27978	7.0687	7.60168	5.53291	8.66857	8.59559	7.22335	5.72304																
1204	0.41997	0.661402	0.443958	0.512548	0.483904	0.51222	0.672757																					
1205	1.74772	1.23153	0.862217	0.50309	1.78125	12.0735	8.51441	9.23532	8.0354																			
1206	0.245694	0.255034	0.254909	0.21978	0.394104	0.48478	0.421135	0.40446	0.417011	0.315687																		
1207	1.41922	1.01284	1.32736	1.28457	2.19412	1.78222	1.89732	2.33801	2.01141	2.27633	2.18223																	
1208	0.610805	0.55136	0.676113	0.928513	0.732254	0.796003																						
1209	0.637869	0.717436	0.554916	0.616555	0.970349	1.07641																						
1210	0.592078	0.734123	0.966622	0.580143	1.07634	1.35875	0.98066	1.23322	1.27753	0.961885	0.998807	1.38087																
1211	1.53266	1.40424	2.0523	3.66635	2.12173	2.71327	1.97299	2.45561	2.70333	2.02424																		
1212	0.296773	0.245036	0.271664	0.36927	1.44295	1.99718	0.752532																					
1213	18.624	16.8113	14.1174	33.0383	24.8747	24.5497	26.7158	32.2026	32.6538	28.0422	26.2701																	
1214	0.795221	0.582242	1.14496	1.40546	2.50464	3.0016	3.4905	2.94117	2.03419	3.20837	3.04218																	
1215	0.420543	0.978213	0.638232	1.03771																								
1216	0.979337	1.20253	0.438336	0.954583																								
1217	0.881381	1.55877	6.14026	3.51251	3.0895																							
1218	0.509279	0.39448	0.535789	0.384048	0.928159	1.17068	0.890839	1.46786	1.17306	1.2418	0.690568	1.13773																
1219	16.1246	16.1403	7.50983	16.0524	11.1366	13.3199	14.6735																					
1220	0.249944	0.247084	0.288689	0.257566	0.641972																							
1221	0.98062	1.11554	1.16957	1.04989	1.72135	2.26306	2.16337	2.61304	2.23626	2.12293	2.00487	1.9107																
1222	2.03268	1.14271	1.79132	1.07822	0.788638	2.79569	0.9397	1.07498	1.04429																			
1223	1.19146	1.35107	1.69381	3.82767	4.54385	3.3545	2.89311																					
1224	1.58246	1.22213	0.385346	0.66631	1.38453	1.91242	1.76276																					
1225	0.605995	0.921292	1.02596	0.559922	1.19625	0.953905	0.96782	0.911843	1.27662	1.74507	1.02334	2.00234																
1226	1.01664	0.877157	1.18256	0.730934	2.76046	2.64227	1.6156	3.00893	2.00974	1.88648	1.9672	1.62879																
1227	0.786048	0.523996	0.795779	0.656924	0.796831	0.987182	1.03093	1.24576	0.989998	0.857295	1.29455																	
1228	6.11678	3.13815	2.68952	1.46964	1.08338	7.24381	3.39969	3.19061	3.36422																			
1229	1.60368	1.35577	1.02083	1.00377	0.882963																							
1230	1.17359	0.825111	1.13111	0.951417	1.11737	1.02564	0.984662	1.40719																				
1231	0.965352	0.473907	1.3851	1.21724	1.37129	0.791027	2.16873	1.82976	2.12489	3.60385	2.33514																	
1232	13.189	11.2856	13.2323	16.1396	76.0321	2.56379																						
1233	2.67834	6.2506	1.64441	2.08986	1.14457	1.27815	2.62597	1.6652																				
1234	2.16479	2.04462	2.28159	2.15039																								
1235	1.87925	1.31571	1.73472	7.1089	2.71693	6.57592																						
1236	1.54743	0.251336	1.48067	7.81719	6.82974	2.89448																						
1237	13.5197	6.48764	6.46455	7.31806	11.1727	17.0944	7.91054	21.1345																				
1238	20.7697	14.9488	2.84065	24.4968	16.8214	11.7113	28.8735																					
1239	1.29722	2.52325	2.51422	2.85993	4.99718	3.96404																						
1240	1.45889	1.21084	1.35972	1.34841	2.41406	0.97275	3.18959	1.87231	2.61177	10.3181																		
1241	1.78462	1.78251	1.27874																									
1242	1.5456	1.51799	1.40873																									
1243	0.887174	1.58054	0.932889	2.15416																								
1244	12.6502	8.96986	18.8693	12.323	34.0082																							
1245	6.80914	2.37145	2.32398	2.01152	4.41315	1.63515																						
1246	0.943923	0.959252	1.08507	1.42126	1.31096																							
1247	1.65819	0.555765	2.6866	1.56434	1.40642	2.98186	0.765337	2.81279																				
1248	1.2163	1.74606	0.956286	1.20419	2.03725	2.80833	1.41718	2.5972																				
1249	1.23966	1.22974	1.22496	0.739643	1.89431	1.75834																						
1250	1.91236	1.00583	1.76088	1.95676	1.94385	5.15888	1.58774	1.30629	1.57265																			
1251	1.33182	1.33904	2.13406	1.09372	3.61733	3.8423	3.78326	3.44578																				
1252	0.207404	0.285134	0.193908																									
1253	3.85268	4.26493	4.29309	2.54478	1.77191	2.42075	5.34754	2.74344	4.92516	3.21666	5.98638	6.33519																
1254	0.584176	0.574533	1.25418	1.09494	1.10649	0.898289	1.49641	0.803943	0.960934	1.1938																		
1255	10.5317	13.2729	19.3439	11.0506	9.71814	10.0002	12.1042	8.79177	6.21271	8.87468	9.23068																	
1256	0.960056	0.799665	1.1803	2.49649	0.993592																							
1257	0.616533	2.28302																										
1258	1.632	0.625642	2.07992	1.25357	0.68784	0.769269																						
1259	3.42665	1.93447	2.84811	3.23802	4.88937	4.60713	4.05159																					
