	"Wild 24h"				"Wild 56h"				"Wild 80h"				"Aposymbiotic 24h"				"Aposymbiotic 56h"				"Aposymbiotic 80h"				"Aposymbiotic 92h"			
"Match ID"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"
435	2.01101	0.502337	0.940437	2.00435	0.677846	1.08155	1.56986	2.07312	1.90556	1.05552	0.48352	7.83617																
436	1.50397	1.20578	2.71811	2.73829	1.91856	1.83452	4.39654	2.15797	2.24253																			
437	0.670737	1.78573	2.99886	1.85039	0.99533	2.09396	0.807698	1.08382	3.17136	1.33503																		
438	0.459003	1.46339	2.2684	1.91421	2.74939	0.947424	2.97625	3.15915																				
439	2.1398	2.22045	1.33791	1.38881	3.25718	3.1422	1.76177	3.5308	4.07559	1.95505	2.49246	4.02707	6.75549	5.70063	5.48377	8.9052	6.52027	12.2972	6.90218	6.83789	5.49773	6.51873	3.28892	5.93044	5.78063	3.41543		
440	2.0082	2.08576	1.5764	0.90064	1.29941	0.839802	1.03674	1.32357	1.73027	1.17597	2.70628	0.849296	1.47791	0.937433	2.14566	0.971481	2.08631	3.32948	1.56759	2.3194	2.13578							
441	1.85964	0.618287	0.985688	0.771753	1.03087	0.993967	1.27882	0.890557	0.217224	0.3167	0.385039																	
442	1.39504	1.7972	0.896123	2.69677	1.10495	1.86373	2.04271	1.25275	4.51579	2.19059	0.434726																	
443	0.7848	0.409589	0.868723	0.714488	0.557862	1.27831	0.910856	2.01826	0.460215	0.606873	2.67623	1.10962	1.39531	1.26506	2.68052	1.4868	4.86608	2.21079	2.85606	3.68268	1.55736	2.0493	1.37509	2.04232	2.33296	1.09788		
444	0.530046	0.380998	1.48518	0.484722	0.679518	1.11958	0.613536	1.51437	1.30901	2.8459	1.67265	1.9609	3.59253	3.87291	2.32788	1.77009												
445	1.18318	1.01884	2.18016	2.31721																								
446	1.78847	0.875214	0.974863	0.530091	0.993713	0.531024	1.20016	0.806949	0.976833																			
447	7.05233	14.6695	4.12055	2.38348	1.75428	14.0347	1.81611																					
448	0.492881	0.545527	0.231797	0.231465	0.463406	0.247279																						
449	0.687346	0.661666	0.749374	0.731713	1.23708	1.76308	1.73484	1.19577	1.16043	1.4978																		
450	0.548059	0.340158	0.310554	0.377134	0.237082	0.188133	0.186085																					
451	0.387537	0.378227	0.237675	0.656963	2.78372	1.25272	0.55954	0.889387	0.843516	0.642686																		
452	0.334639	0.245972	0.210128	0.244187	0.303791	0.481084	0.479664	0.630546	0.396796	0.514207	0.335383	0.387442	0.369241	0.325982	0.359773	0.335311												
453	0.344133	0.372119	0.869018	0.562965																								
454	1.32012	1.51336	1.76509	1.73656	1.55147	1.60586	1.86881																					
455	0.445703	0.371199	0.435455	0.268289	0.420386	2.06783	0.589014	0.427128	0.447826	0.490277	0.363702	0.406755	0.487222	0.479313	0.422585													
456	0.449296	0.928926	0.41904	1.31417	0.408056	0.531478	0.300588																					
457	0.518627	0.522461	0.38903	0.456932	0.547153	0.665666	0.437876	0.642477	0.554558	0.582895	0.596081	0.498801																
458	0.422058	0.746545	1.34128	0.986945																								
459	1.09284	0.54679	0.263577	0.403404	0.472461	0.444171	0.350463																					
460	0.376754	0.487276	0.931175																									
461	0.596366	0.370328	0.315481	0.541988	0.651064																							
462	0.872747	1.25702	0.946167	1.42273	3.02954	3.82711	2.17293	2.90443	1.79207	0.412185	2.17861	1.33031	1.55566	1.66943	0.981313													
463	1.75835	1.47953	2.18663	2.446	2.47851	2.78586	2.62986																					
464	1.23558	0.671804	0.690141	1.01757	1.0659	0.407625	1.37964	1.73531	2.31627	2.83595	1.28001																	
465	0.695958	0.57134	0.3708	0.589633	0.514443	0.396177	0.948589																					
466	0.46294	0.530851	0.585713	1.07934	1.09026	0.624537	0.757648	0.277024	0.448343	0.391507																		
467	2.13472	1.73013	1.43761	1.72858	2.60337	1.78182	2.29913	2.15797	3.16953	3.13958	2.95316	2.40584																
468	0.462558	0.501156	0.486878	0.414326	0.267999	1.41799	0.686404	0.380633	0.449542	0.407944	0.339661	0.452287																
469	1.58524	1.72503	1.2554	1.74441	1.88065	1.24424	3.50032	0.591387	0.346312	1.77799																		
470	0.522128	0.594022	0.529422	0.486503	0.776901	0.460097	1.38873	1.16401	1.51355	0.707203	1.18074																	
471	0.402412	0.36723	0.294593	0.324287	0.713899	0.712153	1.12625	0.553699	0.72418	0.709724	0.385665	0.705634	0.297575	0.224762	0.300676													
472	0.336155	0.215352	0.767347	0.590466	0.310386	0.400825																						
473	0.969268	0.933034	0.649231	1.06716	1.61182	1.88119	1.05287	1.23521	1.51468	1.35726	0.697819	1.29503	1.31107	1.3932	1.59189	0.906379												
474	1.04755	1.62096	0.650281	0.340306	0.353462	0.279213	1.40747																					
475	0.414758	0.37671	0.566401																									
476	1.03382	1.37644	1.31322	1.73035	1.39221	1.34994	3.37217	2.35458	2.57846	5.57666	0.671119	3.138	0.386349	0.670303	1.10046	0.401388												
477	0.552072	0.651141	0.501578	0.741951	0.501433	1.00392	0.536996	0.718036																				
478	0.483484	1.74363	0.594858	0.467681	1.06662																							
479	0.611589	0.478047	0.514217	0.295744	0.634468	0.45039	0.537909	0.512685	0.376815	0.436652	0.425847	0.456114																
480	0.887505	0.603158	0.607544	0.323797	0.772132	0.206422																						
481	0.415364	0.340077	0.447054	0.48681	0.241655	0.630844	0.342969	0.438476	0.405863	0.336638	0.338775	0.822414																
482	0.218736	0.280242	0.328708	1.75058	0.530109	0.830763	0.316392	0.388695																				
483	0.323135	0.284342	0.41547	0.684146	0.438508	0.170439	0.225527	0.175238																				
484	0.551543	0.287289	0.553018	0.488998	1.29386	0.930349	0.765067	0.355867	0.694476	0.533025	0.3821	0.370916	0.366165															
485	0.866322	0.490707	0.870022	1.23156	1.70605	1.77533	1.74869	2.26135																				
486	0.422155	0.473901	0.359372	0.420161	0.370588	0.44164	0.30255	0.557383	0.51219	0.529979	0.597284																	
487	5.97252	2.94032	5.9793	5.8354	4.01958	5.42836	4.15518	5.37519	1.88947	2.86668	2.13259	1.82065																
488	0.587954	0.548357	0.481782	0.433834	0.365328	0.551396																						
489	0.714088	0.675965	0.613957	0.747854	0.596071	0.638412	1.30527	1.03949	0.85395	0.874726	0.702352	0.688742	1.00464	1.03279	0.887395	0.62732												
490	0.421991	0.641322																										
491	0.353192	0.254847	0.236849	0.554641																								
492	0.352403	0.254227	0.207883	0.122402	0.318686	0.155447	0.295966	0.160654	0.162578	0.19529	0.194489																	
493	0.270656	0.22468	0.200686	0.355896	0.338986	0.468673	0.321562	0.25467	0.241919	0.268157	0.236459																	
494	0.400887	0.409844	0.585818	0.836204	1.37007	1.34162	0.874706	0.473916	0.318905																			
495	0.355658	0.280501	0.278582	0.264422	0.269445	0.430553	0.46565	0.46592																				
496	0.488827	0.474835	0.483389	0.327435	0.317849	0.286633	0.447219	0.336091	0.560345																			
497	0.294453	0.286874	0.786186	0.275067	0.270125	0.329219																						
498	0.261333	0.260954	0.213588	0.282254	0.311807	0.267258	0.251097																					
499	0.144425	0.184871	0.220346	0.297051	0.185036																							
500	0.224846	0.163628	0.848352	0.236307	0.160595	0.205097	0.175337	0.558388																				
501	0.46373	0.688843	0.621196	0.251901	0.541566	0.535346	0.474358	0.495848																				
502	0.597195	0.53177	0.342332	0.597751	0.981809	0.931788	0.505863	0.595657	1.03643	0.818222																		
503	0.470869	1.10511	0.617877	1.68918	0.174291	1.30171																						
504	0.460473	0.625405	0.312208	0.526311	0.529421	0.384119	0.313445	0.49421																				
505	0.311575	0.285145	0.308127	0.394149	0.382754	0.350257	0.371468																					
506	0.698055	0.459875	0.752621	0.385352	0.519361	0.421555	0.572003	0.642238	0.480378	0.404889	0.527574	0.492746	0.523876	0.514667	0.30298	0.383321												
507	0.725948	0.585704	0.826516	0.142073	1.04977	1.23241	0.875156	1.0345	0.547864																			
508	0.240854	0.786658	0.328183	0.414487	0.473901																							
509	0.433439	0.434499	0.406574	0.323163	0.662511	0.373786	0.505142	0.735817	0.580422	0.512727	0.465083	0.439588	0.451164	0.226311	0.280088	0.160773												
510	0.300791	0.26564	0.218767	0.205967	0.323238	0.610799	0.534969	0.698689	0.761002	0.44096	0.393819	0.558748	0.487707	0.349862	0.481813	0.258786												
511	0.436859	0.349994	0.370444	0.242498	0.776713	0.424299	0.560385	0.727405	0.896219	0.785733	0.811628	0.716252	0.292759	0.289351	0.293638	0.252652												
512	0.67074	0.412747	0.68783	0.319915	0.542289	0.373255	0.565879	0.53154	0.626724	0.663169	1.22432	0.502533	0.485003	0.750099														
513	0.297338	0.327874	0.317616	0.388969	0.22824	0.345081	0.299422	0.502768	0.263907	0.191766	0.342966																	
514	0.192071	0.224958	0.244548	0.621341	0.269496																							
515	0.301147	0.262592	0.244368	0.448524	0.43079	0.31142	0.248326	0.287368	0.312389	0.476805																		
516	0.959188	0.440922																										
517	0.753333	0.788291	0.623748	0.490271	0.157419	0.206023																						
518	0.424406	0.656982	0.440173	0.579035	0.395315	0.233537	0.382393	0.371444	0.548771	0.494739	0.401622	0.256786																
519	0.328826	0.615984	0.293986	0.43228	0.542567	0.360342																						
520	0.768252	0.781945	0.76358	0.520935	0.49772	0.387498	0.465976	0.420227																				
521	0.567999	0.826015	2.93798	2.40068	2.45031	1.63485	1.36819	2.06791	1.0846																			
522	0.934934	0.623033	0.899271	0.508917	0.733708	0.300479	0.553097	0.597223	0.723482	0.401692	0.978706	0.386741	0.34503	0.31284	0.303424													
523	0.407679	0.618662	0.587956	1.06515	0.535221	0.639345	0.498213	0.784999																				
524	0.375835	1.8303	1.72962	3.48423	1.79583	0.639548	1.19885	0.897836	0.764494	0.497207	0.802461	1.60846	0.417207															
525	0.30768	0.381827	0.383464	0.360606	0.20875	0.087785	0.280265	0.384603	0.3043	0.503121	0.326962	0.421267	0.466995	0.333801	0.627527	0.323017												
526	0.969061	1.49305	1.45918	1.91931	1.48177	1.52893	1.87305	2.50849	2.41683	1.94357	1.96753																	
527	0.748837	0.615723	0.682734	0.685473	0.631015	0.449776	0.760176																					
528	0.603295	0.547248	0.65061	0.91781	0.498795	0.348649	0.599867	0.737679																				
529	0.311693	0.160931	0.269502	0.259754	0.230883	0.136434	0.31441																					
530	0.831937	0.292736	0.699541	0.850599	0.857223	0.791186	0.631754																					
531	0.344932	0.454668	0.387369	1.27596	1.38626	1.48007	1.49084	0.730275	1.03608	1.03762	1.3279	0.391443																
532	0.266219	0.173169	0.233842	0.289878																								
533	0.80149	0.552465	0.490226	0.605473	0.708852	0.649813	0.750373	0.748678	0.91296	0.753547	0.498852	0.852391	0.693434	0.717064	0.704573	0.498183												
534	0.297343	0.20502	0.235525	0.436787	0.61538	0.658747	0.575137																					
535	0.576251	0.628753	0.418467	0.395191	0.572028	0.273003	0.336703	0.205507																				
536	0.988456	1.35879	1.38277	1.25855	2.04875	1.67288	0.646684	2.59148																				
537	0.582981	0.550062	0.451413	0.552357	0.601765	0.457506	0.568503	0.944338	3.23866	0.569339	0.811372	0.430472	1.08362	0.932687														
538	0.156148	0.136644	0.112658	0.094058	0.163878	0.173822	0.1378	0.183032	0.419381	0.350888																		
539	0.162431	0.161644	0.113342	0.128235	0.115488	0.260412																						
540	0.295674	0.247109	0.289228	0.284372	0.254273	0.214275	0.436562																					
541	0.484984	0.278565	0.346906	0.440651	0.371283	0.446501	0.407329	0.31108	1.0044	0.335016	0.36934	0.320168																
542	0.325417	0.338465	0.360292	0.328639	0.167813	0.193437	0.344193	0.37594	0.28473	0.337014																		
543	0.357818	0.389519	0.328836	0.448018	0.46777	0.447678	0.33516	0.475007	0.408595	0.439904	0.215266	0.272485																
544	0.489196	0.514533	0.896004	0.548871	0.880369	0.723827	0.404619	0.635431																				
545	0.209387	0.201695	0.230769	0.225669	0.244165	0.16433	0.179522	0.218112																				
546	0.570854	0.404486	0.539489	0.639186	1.77418	0.525459	1.87139	2.41125	1.8293																			
547	0.408406	0.409561	0.486497	0.361346	0.257143	0.273984	0.191034	0.209809	0.31457	0.211635	0.519651																	
548	0.306773	0.595413	2.66896	1.39635	1.58601	3.00324	0.492054	0.549908	0.48708	0.569451																		
549	1.0151	0.4489	0.292069	1.21915	0.954168	2.30854	1.19409	2.34242	1.36																			
550	0.440447	0.534545	1.15501	1.26649	1.27219	1.43333	1.00107	2.24669	1.48672																			
551	0.357898	0.203067	1.66089	0.537686	0.55543	0.400673																						
552	0.337961	0.205775	0.407698	0.440201	0.619802	0.665935	0.472369	0.58053	0.299866	0.831081	0.266226																	
553	0.560377	3.37412	2.30814	2.65878	2.25695	0.518093	0.312208	1.30742																				
554	0.504817	0.539175	0.925596	0.270837	0.552741																							
555	0.414858	0.464679	0.438863	0.60071	0.525832	0.397896	0.633399	0.658556	0.486867	0.398713	0.445382	0.433396	0.426095															
556	0.318964	0.319589	0.599602	0.164215	0.555019	0.562303																						
557	0.549192	0.66389	0.869889	0.797865	1.22132	1.66264	2.00251	1.03484	0.820234	1.05917																		
558	0.437156	1.16578	0.582655	0.367829	0.64684	1.19581	0.895181																					
559	0.46028	0.363309	0.338948	0.5328	0.765833	0.522285	0.469277	0.60654	0.370873	0.641611																		
560	0.404923	0.620501	0.491755	0.551209	0.443582	0.499175	0.337971	0.435519	0.633008	0.408212	1.01187	0.336736	0.297091															
561	1.09046	0.402166	0.491913	0.480395	0.306652	0.255878	0.298908	0.315147																				
562	0.368349	0.254096	0.215501	0.330491	0.418406	0.396871	0.239921	0.364474																				
563	0.412018	0.289558	1.52005	1.41323	0.9915	0.510568	1.39153																					
564	1.65573	1.42972	0.854525	1.31755	0.6632	0.963515																						
565	0.468885	0.475318	0.515607	0.496409	0.756143	0.933599	0.976734	0.786741	1.88804	0.987583	0.62888																	
566	0.479336	1.7686	1.47408	1.66305	3.14475																							
567	0.293786	0.248447	0.263914	0.353725	0.500701	0.290376	0.200309	0.404824	0.314968	0.286814	0.13958	0.437169																
568	0.62069	0.58892	0.586065	0.797352	0.614707	0.412964	0.400699	0.579883																				
569	1.18887	1.15471	1.19774	0.896462	0.888681	0.912768	0.429004	1.09796																				
570	0.320318	0.978086	0.713347	1.22387	0.424375	0.967879																						
571	0.422343	0.286683	0.285514	0.409119	0.627443	0.347477	0.351454	0.493147																				
572	0.240711	0.175716	0.499305	0.355143	0.336343	0.228435	0.160451																					
573	1.03948	6.90541	1.02315	1.26068	0.537204	0.345095	0.376983	0.356581	1.27139	1.59741	1.76459																	
574	0.285851	0.284342	0.784754	0.274069	1.65219	0.672865	1.10335	0.289776	0.573327	0.195175	0.989785																	
575	0.33592	0.55878	0.390812	0.403571	0.904447	0.701612	0.386326	0.658546	1.72888	1.2787	1.6159	1.04443																
576	0.854727	0.64753	1.08544	0.667269	0.711295																							
577	0.870693	1.04752	0.58796	0.35659	0.723945	0.7676	1.19419	0.906761	0.642187	1.6702																		
578	1.28782	0.714362	0.790788	1.21299	1.20597																							
579	0.332514	0.398853	0.279212	0.425868	0.253893	0.688129	0.561492	0.27962	0.620932	0.433016	0.48452																	
580	0.356063	0.867757	0.718567																									
581	0.177956	0.134709	0.533037	0.277017	0.309657																							
582	0.48587	0.733825	0.301981																									
583	0.357222	0.364158	0.283991	0.258318	0.324891	1.23823	0.792388	0.920523	0.508063	0.330451	0.444467	0.442699																
584	1.31353	3.66732	1.08173	1.67082	1.18412																							
585	0.876898	0.581197	0.651971	0.553499	0.689478	0.371311	0.2942	0.542593	0.634183	0.755548	0.606163	0.773953																
586	1.54108	1.82242	1.06483	0.331048	2.24223	2.49824	2.71212	0.715473																				
587	0.309488	1.00339	0.554902	1.1175																								
588	0.364858	0.60003																										
589	0.821927	0.491621	0.622069	0.317561	0.962218																							
590	0.752151	0.625191	0.686949	0.71299	1.92362	0.781728	0.65221	1.12505																				
591	0.655539	0.504886	1.0373	0.602568	0.773449	1.00083																						
592	2.40912	2.92759	2.47297	2.42785	3.49237	3.86146	6.00722	6.04236	6.77741	4.35389	3.33619	4.82748																
593	0.367354	0.322751	0.297233	0.262144	0.591947	0.474107	0.297449	0.628105	0.517255	0.463914	0.400566	0.370062																
594	0.431245	1.4391	0.553814	1.01779																								
595	0.825569	0.666985	0.611752	0.388004	1.11058	1.21647	0.736798	0.974092																				
596	0.476533	0.561796	0.284468	0.231413	0.411597	0.441583	0.617322	0.470097	0.291903	0.635588	0.389916																	
597	0.823128	1.00816	0.444115	1.86007	2.13651	1.54487	1.85802																					
598	0.206323	0.923288	0.099694	1.14882	0.937465	0.64512	0.560474	0.576994	0.897266																			
599	0.571018	0.651648	0.512544	0.531729	0.718944	0.835475	0.712315	0.955595	0.990303	0.83798	0.814209	1.10582																
600	1.87947	1.40851	2.04145	1.27773	2.17476	1.3948	2.05106	2.09409	2.75252	2.76862	1.69731	2.33203																
601	0.535939	0.650648	0.408375	0.467615	0.386093	0.586089	0.58158	0.744035	0.742578	0.572236	0.845785	0.728053	0.311227	0.39069	0.748089	0.171595												
602	1.35015	0.89114	1.25561	1.03586	0.631694	0.258114	0.440596	0.66374	1.07555	1.23769	1.28069	0.561968	0.551054															
603	0.381723	0.749776	0.297614	0.558923	0.671286	1.09057	1.54743	0.709225	0.894292																			
604	2.09572	1.85028	3.06498	11.5723	1.37564	1.27781	5.82684	0.738562																				
605	1.35897	1.3308	0.727643	1.09864	1.50908	1.17672	1.73706	2.18547	2.36702	1.87088	1.23215	1.79764																
606	0.304763	0.363539	0.348385	0.353931	0.447878	0.319975	0.428584	0.472463	0.476483	0.447148	0.577603	0.617905	4.46782	3.71767	3.24214	2.52782												
607	0.631581	0.682186	0.385774	0.510041	0.685832	0.586968	1.18744	0.768971	0.87244	0.486794	0.618557	1.01875	1.21045	1.02372	1.46343	0.647372												
608	1.78817	1.38183	0.578588	2.04034	0.835932	1.18057																						
609	0.466592	0.35969	0.698723	0.57027	0.909531	0.447394	0.442527	0.384195																				
610	0.442622	0.596828	1.14903	0.534472	0.542325	0.29994	0.774989	0.837058	1.0494	0.722281	0.618828	0.98909	1.12658	0.985053														
611	1.8899	1.87841	2.0072	2.15813	0.967704	5.72836	2.11141	1.17072	0.732084	1.86787	2.60199																	
612	0.909407	1.58292	1.61043	0.969038	1.33165	0.803265	1.04442	1.53478	0.832516	0.425806	0.712546																	
613	0.857927	1.08824	1.44871	1.88731	1.69871	2.45502	2.7819	1.46069																				
614	0.569759	2.31838	0.580285	0.459879	1.16285	2.47635																						
615	1.24791	1.00938	1.01519	0.771745	2.52519	1.4675	2.50081	1.45018	1.41842	1.49773	1.329	1.14555	1.48306	1.10956	0.562714													
616	0.400491	0.2859	0.233511	0.309761	0.228029	0.225321	0.628198	0.206006	0.177021	0.780974																		
617	1.22953	0.939905	2.52298	4.25882	1.10645	6.89097	2.70181	3.72322																				
618	0.390399	0.38108	0.302309	0.174602	0.24918	0.211972	0.277545																					
619	4.23355	1.38234	1.12136	4.00344																								
620	0.40136	0.380875	0.481481	0.302326	0.273588	0.220064	0.198073	0.296462	0.391344	0.33176	0.429511	0.378041																
621	1.56029	1.61449	1.22215	1.92995	1.77415	1.04086	1.54147	2.3979	3.21525	2.12367	1.58028	2.37792	1.60179	1.76604	3.59119	0.883058												
622	0.667774	0.981848	0.604979	0.644205	1.36008	1.90952	2.51013	2.76408	1.69312	0.911927	1.07183	1.68536																
623	0.674177	0.820223	1.15685	1.95428	1.7382	2.92839	0.951644																					
624	0.384714	0.417386	0.689816	0.449251	1.23733																							
625	4.68006	4.20622	3.96006	4.10929	3.85607	2.04687	2.79635	3.11312	3.38981	4.63103	3.94061	3.69597																
626	0.353419	1.4811	1.26412	0.970013	2.17092																							
627	0.917705	0.909569	0.872445	1.41153																								
628	0.77876	0.61154	0.691532	0.794879	1.05113	0.514045	1.56798	0.653182																				
629	0.869634	1.24624	1.16161	4.52613	5.53973																							
630	0.983986	0.987404	1.41038	1.45507	2.26753	1.7965	3.44769	0.959649																				
631	1.34039	1.14394	1.09137	0.988075																								
632	1.08231	0.828348	0.783796	1.14684	1.28681	0.801792	1.15555	1.36381	1.65853	1.19166	0.987647	1.43294	0.247737	0.252721	0.373268													
633	0.468775	0.315833	0.294554	0.480382	0.690174	0.743624	0.522383	0.671445	0.63189	0.559357	0.441739	0.607823																
634	1.29836	1.84915	1.99446	3.2868	2.39325																							
635	0.223166	0.335146	0.838391	0.651256	0.299669	0.625664	0.756388																					
636	0.454587	0.491445	0.523876	0.63935	0.444756	0.564841	0.740009	0.775326	0.595967	0.643903	0.805488	1.30753																
637	0.384836	1.4104	1.38352	1.19136	0.856071	0.876639	0.706681	1.24086	1.68204	1.22054	1.0012	1.53681																
638	0.528493	0.688899	1.41232	1.19778	0.456589	1.23014	1.04452	0.647681																				
639	2.16261	1.32459	0.91322	4.32072	1.04462	6.70779	4.11368	8.18148																				
640	1.72563	1.65133	2.18334	1.50178	0.991485	2.17001	1.52851	1.4127	1.88587																			
641	5.76411	2.14413	2.8638	2.17708	1.56507	4.11579	7.82752	2.95791																				
